hardware,model,layer_name,input,kv_cache,latency(ns)
A800,qwen2-moe,moe/shared_expert_gate,492,0,92757
A800,qwen2-moe,moe/gate,492,0,66815
A800,qwen2-moe,moe/experts,492,0,722090
A800,qwen2-moe,mlp/wrapper,492,0,1973290
A800,qwen2-moe,ln_f,492,0,60416
A800,qwen2-moe,lm_head,492,0,496639
A800,qwen2-moe,vocab_embedding,493,0,95232
A800,qwen2-moe,input_layernorm,493,0,61183
A800,qwen2-moe,attention/qkv,493,0,117717
A800,qwen2-moe,attention/rotary_emb,493,0,138324
A800,qwen2-moe,attention/dense,493,0,80212
A800,qwen2-moe,attention/wrapper,493,0,971007
A800,qwen2-moe,post_layernorm,493,0,60884
A800,qwen2-moe,mlp/fc,493,0,180991
A800,qwen2-moe,mlp/gelu,493,0,80809
A800,qwen2-moe,mlp/proj,493,0,133332
A800,qwen2-moe,moe/shared_expert,493,0,714452
A800,qwen2-moe,moe/shared_expert_gate,493,0,93738
A800,qwen2-moe,moe/gate,493,0,68607
A800,qwen2-moe,moe/experts,493,0,736852
A800,qwen2-moe,mlp/wrapper,493,0,2039423
A800,qwen2-moe,ln_f,493,0,59392
A800,qwen2-moe,lm_head,493,0,519168
A800,qwen2-moe,vocab_embedding,494,0,90112
A800,qwen2-moe,input_layernorm,494,0,61183
A800,qwen2-moe,attention/qkv,494,0,117247
A800,qwen2-moe,attention/rotary_emb,494,0,139519
A800,qwen2-moe,attention/dense,494,0,80340
A800,qwen2-moe,attention/wrapper,494,0,991530
A800,qwen2-moe,post_layernorm,494,0,70485
A800,qwen2-moe,mlp/fc,494,0,182143
A800,qwen2-moe,mlp/gelu,494,0,81065
A800,qwen2-moe,mlp/proj,494,0,134527
A800,qwen2-moe,moe/shared_expert,494,0,679594
A800,qwen2-moe,moe/shared_expert_gate,494,0,89770
A800,qwen2-moe,moe/gate,494,0,68522
A800,qwen2-moe,moe/experts,494,0,730879
A800,qwen2-moe,mlp/wrapper,494,0,1993769
A800,qwen2-moe,ln_f,494,0,58368
A800,qwen2-moe,lm_head,494,0,499711
A800,qwen2-moe,vocab_embedding,495,0,82943
A800,qwen2-moe,input_layernorm,495,0,60159
A800,qwen2-moe,attention/qkv,495,0,116607
A800,qwen2-moe,attention/rotary_emb,495,0,138410
A800,qwen2-moe,attention/dense,495,0,78804
A800,qwen2-moe,attention/wrapper,495,0,966356
A800,qwen2-moe,post_layernorm,495,0,60543
A800,qwen2-moe,mlp/fc,495,0,180010
A800,qwen2-moe,mlp/gelu,495,0,80127
A800,qwen2-moe,mlp/proj,495,0,133375
A800,qwen2-moe,moe/shared_expert,495,0,691156
A800,qwen2-moe,moe/shared_expert_gate,495,0,89557
A800,qwen2-moe,moe/gate,495,0,66730
A800,qwen2-moe,moe/experts,495,0,740564
A800,qwen2-moe,mlp/wrapper,495,0,2008532
A800,qwen2-moe,ln_f,495,0,58368
A800,qwen2-moe,lm_head,495,0,492543
A800,qwen2-moe,vocab_embedding,496,0,81919
A800,qwen2-moe,input_layernorm,496,0,59562
A800,qwen2-moe,attention/qkv,496,0,116309
A800,qwen2-moe,attention/rotary_emb,496,0,137300
A800,qwen2-moe,attention/dense,496,0,80511
A800,qwen2-moe,attention/wrapper,496,0,965759
A800,qwen2-moe,post_layernorm,496,0,60970
A800,qwen2-moe,mlp/fc,496,0,180308
A800,qwen2-moe,mlp/gelu,496,0,80340
A800,qwen2-moe,mlp/proj,496,0,133972
A800,qwen2-moe,moe/shared_expert,496,0,669183
A800,qwen2-moe,moe/shared_expert_gate,496,0,93823
A800,qwen2-moe,moe/gate,496,0,67626
A800,qwen2-moe,moe/experts,496,0,723370
A800,qwen2-moe,mlp/wrapper,496,0,1977770
A800,qwen2-moe,ln_f,496,0,58368
A800,qwen2-moe,lm_head,496,0,489472
A800,qwen2-moe,vocab_embedding,497,0,78847
A800,qwen2-moe,input_layernorm,497,0,60330
A800,qwen2-moe,attention/qkv,497,0,116010
A800,qwen2-moe,attention/rotary_emb,497,0,138751
A800,qwen2-moe,attention/dense,497,0,79444
A800,qwen2-moe,attention/wrapper,497,0,967039
A800,qwen2-moe,post_layernorm,497,0,60415
A800,qwen2-moe,mlp/fc,497,0,180010
A800,qwen2-moe,mlp/gelu,497,0,80169
A800,qwen2-moe,mlp/proj,497,0,133802
A800,qwen2-moe,moe/shared_expert,497,0,668415
A800,qwen2-moe,moe/shared_expert_gate,497,0,88916
A800,qwen2-moe,moe/gate,497,0,66559
A800,qwen2-moe,moe/experts,497,0,735444
A800,qwen2-moe,mlp/wrapper,497,0,1983444
A800,qwen2-moe,ln_f,497,0,65535
A800,qwen2-moe,lm_head,497,0,487423
A800,qwen2-moe,vocab_embedding,498,0,78847
A800,qwen2-moe,input_layernorm,498,0,61354
A800,qwen2-moe,attention/qkv,498,0,115797
A800,qwen2-moe,attention/rotary_emb,498,0,138324
A800,qwen2-moe,attention/dense,498,0,77993
A800,qwen2-moe,attention/wrapper,498,0,963796
A800,qwen2-moe,post_layernorm,498,0,60629
A800,qwen2-moe,mlp/fc,498,0,179797
A800,qwen2-moe,mlp/gelu,498,0,79529
A800,qwen2-moe,mlp/proj,498,0,132905
A800,qwen2-moe,moe/shared_expert,498,0,664618
A800,qwen2-moe,moe/shared_expert_gate,498,0,88319
A800,qwen2-moe,moe/gate,498,0,66345
A800,qwen2-moe,moe/experts,498,0,724394
A800,qwen2-moe,mlp/wrapper,498,0,1964799
A800,qwen2-moe,ln_f,498,0,58368
A800,qwen2-moe,lm_head,498,0,486400
A800,qwen2-moe,vocab_embedding,499,0,77823
A800,qwen2-moe,input_layernorm,499,0,59733
A800,qwen2-moe,attention/qkv,499,0,116821
A800,qwen2-moe,attention/rotary_emb,499,0,138538
A800,qwen2-moe,attention/dense,499,0,78548
A800,qwen2-moe,attention/wrapper,499,0,966569
A800,qwen2-moe,post_layernorm,499,0,60287
A800,qwen2-moe,mlp/fc,499,0,180180
A800,qwen2-moe,mlp/gelu,499,0,79871
A800,qwen2-moe,mlp/proj,499,0,133801
A800,qwen2-moe,moe/shared_expert,499,0,667135
A800,qwen2-moe,moe/shared_expert_gate,499,0,89386
A800,qwen2-moe,moe/gate,499,0,66815
A800,qwen2-moe,moe/experts,499,0,728959
A800,qwen2-moe,mlp/wrapper,499,0,1974698
A800,qwen2-moe,ln_f,499,0,58368
A800,qwen2-moe,lm_head,499,0,490496
A800,qwen2-moe,vocab_embedding,500,0,77823
A800,qwen2-moe,input_layernorm,500,0,61013
A800,qwen2-moe,attention/qkv,500,0,116223
A800,qwen2-moe,attention/rotary_emb,500,0,138964
A800,qwen2-moe,attention/dense,500,0,79231
A800,qwen2-moe,attention/wrapper,500,0,991359
A800,qwen2-moe,post_layernorm,500,0,60714
A800,qwen2-moe,mlp/fc,500,0,180052
A800,qwen2-moe,mlp/gelu,500,0,79871
A800,qwen2-moe,mlp/proj,500,0,133332
A800,qwen2-moe,moe/shared_expert,500,0,666964
A800,qwen2-moe,moe/shared_expert_gate,500,0,92799
A800,qwen2-moe,moe/gate,500,0,67071
A800,qwen2-moe,moe/experts,500,0,739284
A800,qwen2-moe,mlp/wrapper,500,0,1993940
A800,qwen2-moe,ln_f,500,0,60416
A800,qwen2-moe,lm_head,500,0,490496
A800,qwen2-moe,vocab_embedding,501,0,78847
A800,qwen2-moe,input_layernorm,501,0,59733
A800,qwen2-moe,attention/qkv,501,0,115797
A800,qwen2-moe,attention/rotary_emb,501,0,137855
A800,qwen2-moe,attention/dense,501,0,79017
A800,qwen2-moe,attention/wrapper,501,0,963498
A800,qwen2-moe,post_layernorm,501,0,60842
A800,qwen2-moe,mlp/fc,501,0,179242
A800,qwen2-moe,mlp/gelu,501,0,80169
A800,qwen2-moe,mlp/proj,501,0,133290
A800,qwen2-moe,moe/shared_expert,501,0,665812
A800,qwen2-moe,moe/shared_expert_gate,501,0,92501
A800,qwen2-moe,moe/gate,501,0,66218
A800,qwen2-moe,moe/experts,501,0,731476
A800,qwen2-moe,mlp/wrapper,501,0,1977300
A800,qwen2-moe,ln_f,501,0,61439
A800,qwen2-moe,lm_head,501,0,491519
A800,qwen2-moe,vocab_embedding,502,0,78847
A800,qwen2-moe,input_layernorm,502,0,60586
A800,qwen2-moe,attention/qkv,502,0,116693
A800,qwen2-moe,attention/rotary_emb,502,0,137556
A800,qwen2-moe,attention/dense,502,0,79060
A800,qwen2-moe,attention/wrapper,502,0,963540
A800,qwen2-moe,post_layernorm,502,0,61141
A800,qwen2-moe,mlp/fc,502,0,179668
A800,qwen2-moe,mlp/gelu,502,0,79657
A800,qwen2-moe,mlp/proj,502,0,133290
A800,qwen2-moe,moe/shared_expert,502,0,666879
A800,qwen2-moe,moe/shared_expert_gate,502,0,93397
A800,qwen2-moe,moe/gate,502,0,67242
A800,qwen2-moe,moe/experts,502,0,737023
A800,qwen2-moe,mlp/wrapper,502,0,1987199
A800,qwen2-moe,ln_f,502,0,57344
A800,qwen2-moe,lm_head,502,0,488447
A800,qwen2-moe,vocab_embedding,503,0,78847
A800,qwen2-moe,input_layernorm,503,0,59178
A800,qwen2-moe,attention/qkv,503,0,116181
A800,qwen2-moe,attention/rotary_emb,503,0,137940
A800,qwen2-moe,attention/dense,503,0,79060
A800,qwen2-moe,attention/wrapper,503,0,963071
A800,qwen2-moe,post_layernorm,503,0,60031
A800,qwen2-moe,mlp/fc,503,0,179540
A800,qwen2-moe,mlp/gelu,503,0,80425
A800,qwen2-moe,mlp/proj,503,0,133588
A800,qwen2-moe,moe/shared_expert,503,0,667604
A800,qwen2-moe,moe/shared_expert_gate,503,0,89983
A800,qwen2-moe,moe/gate,503,0,66900
A800,qwen2-moe,moe/experts,503,0,739754
A800,qwen2-moe,mlp/wrapper,503,0,1986218
A800,qwen2-moe,ln_f,503,0,57344
A800,qwen2-moe,lm_head,503,0,484351
A800,qwen2-moe,vocab_embedding,504,0,77823
A800,qwen2-moe,input_layernorm,504,0,61397
A800,qwen2-moe,attention/qkv,504,0,133119
A800,qwen2-moe,attention/rotary_emb,504,0,138836
A800,qwen2-moe,attention/dense,504,0,78975
A800,qwen2-moe,attention/wrapper,504,0,986196
A800,qwen2-moe,post_layernorm,504,0,61098
A800,qwen2-moe,mlp/fc,504,0,180351
A800,qwen2-moe,mlp/gelu,504,0,80383
A800,qwen2-moe,mlp/proj,504,0,133972
A800,qwen2-moe,moe/shared_expert,504,0,669055
A800,qwen2-moe,moe/shared_expert_gate,504,0,90410
A800,qwen2-moe,moe/gate,504,0,67924
A800,qwen2-moe,moe/experts,504,0,746154
A800,qwen2-moe,mlp/wrapper,504,0,1999359
A800,qwen2-moe,ln_f,504,0,58368
A800,qwen2-moe,lm_head,504,0,490496
A800,qwen2-moe,vocab_embedding,505,0,77823
A800,qwen2-moe,input_layernorm,505,0,59946
A800,qwen2-moe,attention/qkv,505,0,116309
A800,qwen2-moe,attention/rotary_emb,505,0,138068
A800,qwen2-moe,attention/dense,505,0,79657
A800,qwen2-moe,attention/wrapper,505,0,967210
A800,qwen2-moe,post_layernorm,505,0,60501
A800,qwen2-moe,mlp/fc,505,0,179924
A800,qwen2-moe,mlp/gelu,505,0,81833
A800,qwen2-moe,mlp/proj,505,0,134143
A800,qwen2-moe,moe/shared_expert,505,0,672511
A800,qwen2-moe,moe/shared_expert_gate,505,0,90666
A800,qwen2-moe,moe/gate,505,0,67626
A800,qwen2-moe,moe/experts,505,0,736298
A800,qwen2-moe,mlp/wrapper,505,0,2022100
A800,qwen2-moe,ln_f,505,0,58368
A800,qwen2-moe,lm_head,505,0,486400
A800,qwen2-moe,vocab_embedding,506,0,76800
A800,qwen2-moe,input_layernorm,506,0,59818
A800,qwen2-moe,attention/qkv,506,0,115455
A800,qwen2-moe,attention/rotary_emb,506,0,137770
A800,qwen2-moe,attention/dense,506,0,78164
A800,qwen2-moe,attention/wrapper,506,0,962218
A800,qwen2-moe,post_layernorm,506,0,60714
A800,qwen2-moe,mlp/fc,506,0,179114
A800,qwen2-moe,mlp/gelu,506,0,79828
A800,qwen2-moe,mlp/proj,506,0,132863
A800,qwen2-moe,moe/shared_expert,506,0,666580
A800,qwen2-moe,moe/shared_expert_gate,506,0,89386
A800,qwen2-moe,moe/gate,506,0,67882
A800,qwen2-moe,moe/experts,506,0,734036
A800,qwen2-moe,mlp/wrapper,506,0,1978324
A800,qwen2-moe,ln_f,506,0,61439
A800,qwen2-moe,lm_head,506,0,489472
A800,qwen2-moe,vocab_embedding,507,0,78847
A800,qwen2-moe,input_layernorm,507,0,59943
A800,qwen2-moe,attention/qkv,507,0,115921
A800,qwen2-moe,attention/rotary_emb,507,0,137830
A800,qwen2-moe,attention/dense,507,0,79203
A800,qwen2-moe,attention/wrapper,507,0,970982
A800,qwen2-moe,post_layernorm,507,0,58986
A800,qwen2-moe,mlp/fc,507,0,180735
A800,qwen2-moe,mlp/gelu,507,0,80341
A800,qwen2-moe,mlp/proj,507,0,133855
A800,qwen2-moe,moe/shared_expert,507,0,670534
A800,qwen2-moe,moe/shared_expert_gate,507,0,93147
A800,qwen2-moe,moe/gate,507,0,67558
A800,qwen2-moe,moe/experts,507,0,748244
A800,qwen2-moe,mlp/wrapper,507,0,2002846
A800,qwen2-moe,ln_f,507,0,59328
A800,qwen2-moe,lm_head,507,0,489407
A800,qwen2-moe,vocab_embedding,508,0,89056
A800,qwen2-moe,input_layernorm,508,0,60267
A800,qwen2-moe,attention/qkv,508,0,116883
A800,qwen2-moe,attention/rotary_emb,508,0,138234
A800,qwen2-moe,attention/dense,508,0,79380
A800,qwen2-moe,attention/wrapper,508,0,968247
A800,qwen2-moe,post_layernorm,508,0,61632
A800,qwen2-moe,mlp/fc,508,0,180520
A800,qwen2-moe,mlp/gelu,508,0,80262
A800,qwen2-moe,mlp/proj,508,0,134968
A800,qwen2-moe,moe/shared_expert,508,0,671324
A800,qwen2-moe,moe/shared_expert_gate,508,0,91132
A800,qwen2-moe,moe/gate,508,0,68136
A800,qwen2-moe,moe/experts,508,0,758708
A800,qwen2-moe,mlp/wrapper,508,0,2017798
A800,qwen2-moe,ln_f,508,0,59135
A800,qwen2-moe,lm_head,508,0,507008
A800,qwen2-moe,vocab_embedding,509,0,79424
A800,qwen2-moe,input_layernorm,509,0,65386
A800,qwen2-moe,attention/qkv,509,0,118624
A800,qwen2-moe,attention/rotary_emb,509,0,149732
A800,qwen2-moe,attention/dense,509,0,82378
A800,qwen2-moe,attention/wrapper,509,0,1034546
A800,qwen2-moe,post_layernorm,509,0,64791
A800,qwen2-moe,mlp/fc,509,0,182864
A800,qwen2-moe,mlp/gelu,509,0,86831
A800,qwen2-moe,mlp/proj,509,0,136814
A800,qwen2-moe,moe/shared_expert,509,0,707487
A800,qwen2-moe,moe/shared_expert_gate,509,0,100815
A800,qwen2-moe,moe/gate,509,0,71668
A800,qwen2-moe,moe/experts,509,0,772414
A800,qwen2-moe,mlp/wrapper,509,0,2115824
A800,qwen2-moe,ln_f,509,0,59360
A800,qwen2-moe,lm_head,509,0,502304
A800,qwen2-moe,vocab_embedding,510,0,88160
A800,qwen2-moe,input_layernorm,510,0,60647
A800,qwen2-moe,attention/qkv,510,0,116671
A800,qwen2-moe,attention/rotary_emb,510,0,138932
A800,qwen2-moe,attention/dense,510,0,79812
A800,qwen2-moe,attention/wrapper,510,0,968612
A800,qwen2-moe,post_layernorm,510,0,60264
A800,qwen2-moe,mlp/fc,510,0,181044
A800,qwen2-moe,mlp/gelu,510,0,80336
A800,qwen2-moe,mlp/proj,510,0,134511
A800,qwen2-moe,moe/shared_expert,510,0,669658
A800,qwen2-moe,moe/shared_expert_gate,510,0,90412
A800,qwen2-moe,moe/gate,510,0,68328
A800,qwen2-moe,moe/experts,510,0,738056
A800,qwen2-moe,mlp/wrapper,510,0,1992172
A800,qwen2-moe,ln_f,510,0,105696
A800,qwen2-moe,lm_head,510,0,689152
A800,qwen2-moe,vocab_embedding,511,0,272255
A800,qwen2-moe,input_layernorm,511,0,190639
A800,qwen2-moe,attention/qkv,511,0,237588
A800,qwen2-moe,attention/rotary_emb,511,0,432774
A800,qwen2-moe,attention/dense,511,0,169575
A800,qwen2-moe,attention/wrapper,511,0,2828538
A800,qwen2-moe,post_layernorm,511,0,185884
A800,qwen2-moe,mlp/fc,511,0,252734
A800,qwen2-moe,mlp/gelu,511,0,248427
A800,qwen2-moe,mlp/proj,511,0,223072
A800,qwen2-moe,moe/shared_expert,511,0,1588491
A800,qwen2-moe,moe/shared_expert_gate,511,0,271299
A800,qwen2-moe,moe/gate,511,0,204895
A800,qwen2-moe,moe/experts,511,0,1409339
A800,qwen2-moe,mlp/wrapper,511,0,4801130
A800,qwen2-moe,ln_f,511,0,206911
A800,qwen2-moe,lm_head,511,0,813503
A800,qwen2-moe,vocab_embedding,512,0,178112
A800,qwen2-moe,input_layernorm,512,0,168821
A800,qwen2-moe,attention/qkv,512,0,215391
A800,qwen2-moe,attention/rotary_emb,512,0,381391
A800,qwen2-moe,attention/dense,512,0,155596
A800,qwen2-moe,attention/wrapper,512,0,2533320
A800,qwen2-moe,post_layernorm,512,0,166169
A800,qwen2-moe,mlp/fc,512,0,240890
A800,qwen2-moe,mlp/gelu,512,0,211438
A800,qwen2-moe,mlp/proj,512,0,203915
A800,qwen2-moe,moe/shared_expert,512,0,1393280
A800,qwen2-moe,moe/shared_expert_gate,512,0,247523
A800,qwen2-moe,moe/gate,512,0,184276
A800,qwen2-moe,moe/experts,512,0,1267039
A800,qwen2-moe,mlp/wrapper,512,0,4274488
A800,qwen2-moe,ln_f,512,0,113984
A800,qwen2-moe,lm_head,512,0,597663
A800,qwen2-moe,vocab_embedding,513,0,178176
A800,qwen2-moe,input_layernorm,513,0,127615
A800,qwen2-moe,attention/qkv,513,0,164607
A800,qwen2-moe,attention/rotary_emb,513,0,289791
A800,qwen2-moe,attention/dense,513,0,119722
A800,qwen2-moe,attention/wrapper,513,0,1925418
A800,qwen2-moe,post_layernorm,513,0,126335
A800,qwen2-moe,mlp/fc,513,0,218196
A800,qwen2-moe,mlp/gelu,513,0,162772
A800,qwen2-moe,mlp/proj,513,0,178858
A800,qwen2-moe,moe/shared_expert,513,0,1129813
A800,qwen2-moe,moe/shared_expert_gate,513,0,182314
A800,qwen2-moe,moe/gate,513,0,137386
A800,qwen2-moe,moe/experts,513,0,1071060
A800,qwen2-moe,mlp/wrapper,513,0,3406079
A800,qwen2-moe,ln_f,513,0,124927
A800,qwen2-moe,lm_head,513,0,630783
A800,qwen2-moe,vocab_embedding,514,0,199680
A800,qwen2-moe,input_layernorm,514,0,155690
A800,qwen2-moe,attention/qkv,514,0,196308
A800,qwen2-moe,attention/rotary_emb,514,0,351530
A800,qwen2-moe,attention/dense,514,0,138836
A800,qwen2-moe,attention/wrapper,514,0,2284500
A800,qwen2-moe,post_layernorm,514,0,148436
A800,qwen2-moe,mlp/fc,514,0,228650
A800,qwen2-moe,mlp/gelu,514,0,192298
A800,qwen2-moe,mlp/proj,514,0,192511
A800,qwen2-moe,moe/shared_expert,514,0,1274623
A800,qwen2-moe,moe/shared_expert_gate,514,0,210772
A800,qwen2-moe,moe/gate,514,0,166143
A800,qwen2-moe,moe/experts,514,0,1163434
A800,qwen2-moe,mlp/wrapper,514,0,3898922
A800,qwen2-moe,ln_f,514,0,101375
A800,qwen2-moe,lm_head,514,0,594944
A800,qwen2-moe,vocab_embedding,515,0,102399
A800,qwen2-moe,input_layernorm,515,0,70143
A800,qwen2-moe,attention/qkv,515,0,186325
A800,qwen2-moe,attention/rotary_emb,515,0,159615
A800,qwen2-moe,attention/dense,515,0,84351
A800,qwen2-moe,attention/wrapper,515,0,1167189
A800,qwen2-moe,post_layernorm,515,0,70570
A800,qwen2-moe,mlp/fc,515,0,248405
A800,qwen2-moe,mlp/gelu,515,0,91263
A800,qwen2-moe,mlp/proj,515,0,141951
A800,qwen2-moe,moe/shared_expert,515,0,797823
A800,qwen2-moe,moe/shared_expert_gate,515,0,105044
A800,qwen2-moe,moe/gate,515,0,139305
A800,qwen2-moe,moe/experts,515,0,776831
A800,qwen2-moe,mlp/wrapper,515,0,2314751
A800,qwen2-moe,ln_f,515,0,59392
A800,qwen2-moe,lm_head,515,0,496639
A800,qwen2-moe,vocab_embedding,516,0,80895
A800,qwen2-moe,input_layernorm,516,0,58666
A800,qwen2-moe,attention/qkv,516,0,178815
A800,qwen2-moe,attention/rotary_emb,516,0,134740
A800,qwen2-moe,attention/dense,516,0,79146
A800,qwen2-moe,attention/wrapper,516,0,1015252
A800,qwen2-moe,post_layernorm,516,0,58965
A800,qwen2-moe,mlp/fc,516,0,241791
A800,qwen2-moe,mlp/gelu,516,0,78506
A800,qwen2-moe,mlp/proj,516,0,136063
A800,qwen2-moe,moe/shared_expert,516,0,726484
A800,qwen2-moe,moe/shared_expert_gate,516,0,87593
A800,qwen2-moe,moe/gate,516,0,66431
A800,qwen2-moe,moe/experts,516,0,727679
A800,qwen2-moe,mlp/wrapper,516,0,2026282
A800,qwen2-moe,ln_f,516,0,56320
A800,qwen2-moe,lm_head,516,0,484351
A800,qwen2-moe,vocab_embedding,517,0,75776
A800,qwen2-moe,input_layernorm,517,0,58239
A800,qwen2-moe,attention/qkv,517,0,177705
A800,qwen2-moe,attention/rotary_emb,517,0,134698
A800,qwen2-moe,attention/dense,517,0,77311
A800,qwen2-moe,attention/wrapper,517,0,1012308
A800,qwen2-moe,post_layernorm,517,0,59263
A800,qwen2-moe,mlp/fc,517,0,241151
A800,qwen2-moe,mlp/gelu,517,0,77567
A800,qwen2-moe,mlp/proj,517,0,135380
A800,qwen2-moe,moe/shared_expert,517,0,725802
A800,qwen2-moe,moe/shared_expert_gate,517,0,86953
A800,qwen2-moe,moe/gate,517,0,65364
A800,qwen2-moe,moe/experts,517,0,731903
A800,qwen2-moe,mlp/wrapper,517,0,2023423
A800,qwen2-moe,ln_f,517,0,58368
A800,qwen2-moe,lm_head,517,0,494592
A800,qwen2-moe,vocab_embedding,518,0,87039
A800,qwen2-moe,input_layernorm,518,0,60757
A800,qwen2-moe,attention/qkv,518,0,180180
A800,qwen2-moe,attention/rotary_emb,518,0,136660
A800,qwen2-moe,attention/dense,518,0,79530
A800,qwen2-moe,attention/wrapper,518,0,1017429
A800,qwen2-moe,post_layernorm,518,0,59178
A800,qwen2-moe,mlp/fc,518,0,242346
A800,qwen2-moe,mlp/gelu,518,0,77738
A800,qwen2-moe,mlp/proj,518,0,136234
A800,qwen2-moe,moe/shared_expert,518,0,727466
A800,qwen2-moe,moe/shared_expert_gate,518,0,91733
A800,qwen2-moe,moe/gate,518,0,66815
A800,qwen2-moe,moe/experts,518,0,728362
A800,qwen2-moe,mlp/wrapper,518,0,2030762
A800,qwen2-moe,ln_f,518,0,56320
A800,qwen2-moe,lm_head,518,0,491519
A800,qwen2-moe,vocab_embedding,519,0,78847
A800,qwen2-moe,input_layernorm,519,0,59775
A800,qwen2-moe,attention/qkv,519,0,178900
A800,qwen2-moe,attention/rotary_emb,519,0,137087
A800,qwen2-moe,attention/dense,519,0,79146
A800,qwen2-moe,attention/wrapper,519,0,1038548
A800,qwen2-moe,post_layernorm,519,0,60202
A800,qwen2-moe,mlp/fc,519,0,241450
A800,qwen2-moe,mlp/gelu,519,0,78847
A800,qwen2-moe,mlp/proj,519,0,136106
A800,qwen2-moe,moe/shared_expert,519,0,727978
A800,qwen2-moe,moe/shared_expert_gate,519,0,88873
A800,qwen2-moe,moe/gate,519,0,66601
A800,qwen2-moe,moe/experts,519,0,725332
A800,qwen2-moe,mlp/wrapper,519,0,2026495
A800,qwen2-moe,ln_f,519,0,59392
A800,qwen2-moe,lm_head,519,0,485376
A800,qwen2-moe,vocab_embedding,520,0,81919
A800,qwen2-moe,input_layernorm,520,0,58282
A800,qwen2-moe,attention/qkv,520,0,178431
A800,qwen2-moe,attention/rotary_emb,520,0,134954
A800,qwen2-moe,attention/dense,520,0,78036
A800,qwen2-moe,attention/wrapper,520,0,1015039
A800,qwen2-moe,post_layernorm,520,0,59903
A800,qwen2-moe,mlp/fc,520,0,242431
A800,qwen2-moe,mlp/gelu,520,0,78975
A800,qwen2-moe,mlp/proj,520,0,135636
A800,qwen2-moe,moe/shared_expert,520,0,726186
A800,qwen2-moe,moe/shared_expert_gate,520,0,91690
A800,qwen2-moe,moe/gate,520,0,67711
A800,qwen2-moe,moe/experts,520,0,740052
A800,qwen2-moe,mlp/wrapper,520,0,2043092
A800,qwen2-moe,ln_f,520,0,58368
A800,qwen2-moe,lm_head,520,0,483328
A800,qwen2-moe,vocab_embedding,521,0,74752
A800,qwen2-moe,input_layernorm,521,0,58581
A800,qwen2-moe,attention/qkv,521,0,179327
A800,qwen2-moe,attention/rotary_emb,521,0,135167
A800,qwen2-moe,attention/dense,521,0,77525
A800,qwen2-moe,attention/wrapper,521,0,1015978
A800,qwen2-moe,post_layernorm,521,0,59306
A800,qwen2-moe,mlp/fc,521,0,241620
A800,qwen2-moe,mlp/gelu,521,0,78762
A800,qwen2-moe,mlp/proj,521,0,135679
A800,qwen2-moe,moe/shared_expert,521,0,725930
A800,qwen2-moe,moe/shared_expert_gate,521,0,87977
A800,qwen2-moe,moe/gate,521,0,65577
A800,qwen2-moe,moe/experts,521,0,743252
A800,qwen2-moe,mlp/wrapper,521,0,2040063
A800,qwen2-moe,ln_f,521,0,59392
A800,qwen2-moe,lm_head,521,0,483328
A800,qwen2-moe,vocab_embedding,522,0,75776
A800,qwen2-moe,input_layernorm,522,0,58709
A800,qwen2-moe,attention/qkv,522,0,178516
A800,qwen2-moe,attention/rotary_emb,522,0,134826
A800,qwen2-moe,attention/dense,522,0,78719
A800,qwen2-moe,attention/wrapper,522,0,1014911
A800,qwen2-moe,post_layernorm,522,0,59007
A800,qwen2-moe,mlp/fc,522,0,242687
A800,qwen2-moe,mlp/gelu,522,0,78036
A800,qwen2-moe,mlp/proj,522,0,135636
A800,qwen2-moe,moe/shared_expert,522,0,726442
A800,qwen2-moe,moe/shared_expert_gate,522,0,87764
A800,qwen2-moe,moe/gate,522,0,66857
A800,qwen2-moe,moe/experts,522,0,731178
A800,qwen2-moe,mlp/wrapper,522,0,2030506
A800,qwen2-moe,ln_f,522,0,57344
A800,qwen2-moe,lm_head,522,0,484351
A800,qwen2-moe,vocab_embedding,523,0,74752
A800,qwen2-moe,input_layernorm,523,0,59050
A800,qwen2-moe,attention/qkv,523,0,178346
A800,qwen2-moe,attention/rotary_emb,523,0,135935
A800,qwen2-moe,attention/dense,523,0,77567
A800,qwen2-moe,attention/wrapper,523,0,1015850
A800,qwen2-moe,post_layernorm,523,0,59178
A800,qwen2-moe,mlp/fc,523,0,241279
A800,qwen2-moe,mlp/gelu,523,0,77780
A800,qwen2-moe,mlp/proj,523,0,135210
A800,qwen2-moe,moe/shared_expert,523,0,724735
A800,qwen2-moe,moe/shared_expert_gate,523,0,87081
A800,qwen2-moe,moe/gate,523,0,65407
A800,qwen2-moe,moe/experts,523,0,743508
A800,qwen2-moe,mlp/wrapper,523,0,2034047
A800,qwen2-moe,ln_f,523,0,60416
A800,qwen2-moe,lm_head,523,0,483328
A800,qwen2-moe,vocab_embedding,524,0,75776
A800,qwen2-moe,input_layernorm,524,0,58623
A800,qwen2-moe,attention/qkv,524,0,178303
A800,qwen2-moe,attention/rotary_emb,524,0,134740
A800,qwen2-moe,attention/dense,524,0,77823
A800,qwen2-moe,attention/wrapper,524,0,1015124
A800,qwen2-moe,post_layernorm,524,0,59647
A800,qwen2-moe,mlp/fc,524,0,241834
A800,qwen2-moe,mlp/gelu,524,0,78292
A800,qwen2-moe,mlp/proj,524,0,135423
A800,qwen2-moe,moe/shared_expert,524,0,725290
A800,qwen2-moe,moe/shared_expert_gate,524,0,90837
A800,qwen2-moe,moe/gate,524,0,65663
